"year","ind","qout","po","qktemp","pk","qltemp","pl","pz1","pz2","pz3","pz4","pz5","pz6","pz7","pz8","pz9","pz10","pz11","pz12","pz13","pz14","pz15","pz16","pz17","pz18","pz19","pz20","pz21","pz22","pz23","pz24","pz25","pz26","pz27","pz28","pz29","pz30","pz31","pz32","pz33","pz34","pz35","pn","pe","pm","pma","pmm","pmn","pms","pta","pwp","pos","pfm","pmc","peq","qc1","qc2","qc3","qc4","qc5","qc6","qc7","qc8","qc9","qc10","qc11","qc12","qc13","qc14","qc15","qc16","qc17","qc18","qc19","qc20","qc21","qc22","qc23","qc24","qc25","qc26","qc27","qc28","qc29","qc30","qc31","qc32","qc33","qc34","qc35","qcn","qe","qm","qma","qmm","qmn","qms","qta","qwp","qos","qfm","qmc","qeq"
1988,1,243603,0.961176,46627.4,1.17063,76095.8,0.6128,0.941215,1.07648,1.17594,0.744466,0.870211,0.791601,0.844178,0.719745,0.907795,0.885899,0.694361,0.824096,0.834654,0.734292,0.79629,0.777394,0.868871,0.85761,0.849237,0.961676,0.870685,1.22086,1.25764,0.842754,0.826162,0.879726,0.835944,0.86101,0.864482,0.825701,0.849946,0.823418,0.76141,0.748721,0.718962,0.88006,0.799316,0.869115,0.915865,1.08705,0.80421,0.79439,0.902345,0.78914,0.833622,0.878689,1.23601,0.859441,61546.8,0.002,0,0.039,287.275,2005.68,16291.1,0.003,768.702,158.763,661.675,1.82,1464.94,118.172,13331.5,4320.11,1123.72,42.397,232.707,65.767,676.553,715.099,793.801,257.188,0.45,240.39,84.396,5828.77,917.464,3430.68,352.305,13986,17342.5,6284.62,266.335,37.944,8120.2,145481,81154.6,2715.85,15058.6,44641.9,969.51,2243.5,1221.19,742.372,1514.03,498.69
1989,1,256601,0.940225,46891.1,1.12409,74135,0.6986,0.93666,1.08025,1.16396,0.840557,0.919209,0.823211,0.882157,0.811612,0.926919,0.910934,0.738016,0.854889,0.885828,0.77311,0.843818,0.867402,0.898562,0.887931,0.865616,1.0021,0.910028,1.2279,1.27116,0.863905,0.860642,0.905845,0.871906,0.90354,0.881939,0.851091,0.876491,0.848223,0.790345,0.78237,0.751198,0.84383,0.858893,0.887276,0.922004,1.10821,0.849789,0.824228,0.922906,0.837526,0.852457,0.918122,1.24647,0.882878,60030.4,0.002,0.002,0.035,307.711,1978.91,17462.7,0.004,824.212,166.76,727.998,1.114,1552.83,112.778,12768.4,4449.56,1211.68,41.742,233.947,68.153,689.261,654.669,770.953,265.904,0.125,207.358,82.015,6014.21,876.975,3619.83,364.067,14077.2,18664.3,6192.61,251.408,43.267,8452.14,145955,80896.5,2614.2,14615.2,46066.9,1032.55,2389.12,1171.68,757.573,1431.14,473.064
1990,1,268591,0.932056,47213.8,1.04486,72955.2,0.7851,0.93469,1.05234,1.16038,0.942657,0.945861,0.849049,0.911335,0.914321,0.943198,0.938091,0.748631,0.88106,0.88177,0.805724,0.851167,1.03758,0.907711,0.923321,0.876934,0.96195,0.925754,1.22379,1.25069,0.878608,0.884513,0.929398,0.901445,0.936014,0.899277,0.874692,0.895464,0.886641,0.825686,0.823355,0.775759,0.920005,0.960244,0.902656,0.92709,1.1077,0.857862,0.860563,0.941827,0.839634,0.873608,0.928817,1.23423,0.901513,61961.3,0,0,0.04,317.971,1714.88,17670.9,0.002,801.062,182.415,718.266,1.422,1568.19,112.212,13863.4,4634.64,1226.8,43.462,238.96,69.388,701.803,848.994,710.719,256.829,0.133,208.665,87.971,6269.94,893.903,3610.51,348.482,14621,18572.4,6333.6,262.736,47.228,8621.73,150062,83053,2766.12,15740.6,46984.6,1026.53,2396.48,1203.21,771.352,1562.01,465.554
1991,1,269660,0.912353,47103.2,0.938617,76571.8,0.7857,0.91697,0.935483,1.14673,0.851258,0.933031,0.857142,0.914952,1.0294,0.954969,0.956371,0.763132,0.897748,0.866148,0.837728,0.873024,0.945822,0.928985,0.928326,0.894112,0.926852,0.93566,1.20616,1.23806,0.910232,0.9068,0.947302,0.921657,0.931718,0.915815,0.920504,0.912755,0.908405,0.85189,0.858125,0.85501,0.90552,0.931412,0.90475,0.914616,1.10511,0.878871,0.88249,0.954485,0.835266,0.902694,0.934706,1.21899,0.92698,62480.1,0,0,0.046,319.66,1251.52,17341.3,0.004,763.219,172.391,737.325,1.63,1585.72,107.726,13410.5,4233.55,1186.3,36.86,231.027,66.883,689.335,786.425,750.851,262.76,0.178,214.64,88.22,6211.25,852.192,3425.13,325.007,14491.9,18174.2,5955.45,254.7,47.174,8002.6,148325,83220.4,2739.81,15242.2,45989.8,972.187,2427.79,1153.15,756.359,1540.74,477.533
1992,1,285108,0.895043,47192.3,1.04621,74753,0.8084,0.901965,0.930336,1.12172,0.846408,0.9532,0.868105,0.916295,1.13135,0.961461,0.972933,0.835758,0.907921,0.86667,0.862399,0.879228,0.91717,0.934967,0.942402,0.89774,0.908366,0.939038,1.16903,1.21645,0.929476,0.928166,0.96405,0.949256,0.931798,0.926065,0.943247,0.924585,0.919645,0.876778,0.892882,0.886493,0.880903,0.926046,0.905174,0.904464,1.09123,0.885423,0.900802,0.963295,0.858546,0.916128,0.936169,1.18879,0.945059,63429,0,0,0.043,316.585,1233.39,18198.6,0.004,804.948,246.213,732.065,1.75,1619.78,111.925,14385.1,4616.22,1192.87,41.503,249.983,69.461,731.377,1138.85,759.743,284.308,0.367,260.758,92.052,6280.01,837.45,3483,343.029,14161.3,18195.3,6338.48,244.066,48.515,8462.2,151953,85191.1,3227.02,16237.1,46095,1092.69,2462.02,1129.35,801.017,1897.34,545.979
1993,1,270593,1.01664,48062.7,1.2479,75275.8,0.8717,0.965338,0.880431,1.05754,0.857093,0.944123,0.901198,0.929227,1.07898,0.958295,0.979512,0.971051,0.925679,0.854478,0.88903,0.887845,0.887012,0.944067,0.956655,0.916806,0.895707,0.944195,1.13281,1.20307,0.949563,0.95345,0.981484,0.959615,0.94708,0.940703,0.958926,0.95487,0.939893,0.920437,0.917017,0.908765,0.927863,0.916971,0.943474,0.95524,1.07978,0.893903,0.930031,0.963009,0.891473,0.933695,0.939757,1.16209,0.963869,62780.5,0,0,0.051,308.884,1405.94,18551.3,0.004,800.902,247.981,686.805,2.018,1571.92,107.653,14634.6,4684.12,1176.96,43.114,240.463,69.84,712.766,1003.61,768.289,278.052,0.857,252.505,87.109,6232.36,845.857,3348.84,334.322,13664.4,17443.8,6208.41,225.944,43.861,8381.33,150312,84797.7,3064.9,16444.8,44661.4,1092.04,2364.26,1115.7,782.698,1773.7,531.893
1994,1,299636,0.970768,48510.2,1.41179,77155.3,0.8792,0.922223,0.94681,1.03458,0.809254,0.966933,0.938393,0.94499,0.94714,0.96246,0.982601,1.01052,0.957059,0.887284,0.911683,0.908693,0.856673,0.957791,0.977379,0.950846,0.956704,0.961494,1.10855,1.18012,0.976313,0.970706,0.99411,0.971999,0.960947,0.958291,0.966438,0.982172,0.960889,0.940954,0.944926,0.929862,0.88925,0.90424,0.936711,0.927766,1.07381,0.914428,0.950688,0.967581,0.925848,0.949706,0.960919,1.13835,0.9842,64632.2,0,0,0.041,332.092,1524.48,18979.6,0.003,884.894,266.334,723.929,1.834,1594.13,97.902,15102.5,4729.41,1228.89,46.555,252.101,75.13,781.313,1468.91,896.529,309.632,0.444,235.561,93.503,6587.19,886.199,3538.94,313.448,14434.5,18301.3,6631.48,246.808,50.438,8603.48,156693,87238.3,3768.22,17007.7,47134.7,1197.71,2416.16,1183.09,856.581,2359.88,545.522
1995,1,294954,1.04907,49007.9,1.44449,85809.6,0.895,0.961163,1.09429,1.01645,0.794378,0.997089,0.977239,0.959036,0.976005,0.995202,0.988924,1.00535,0.981672,1.08808,0.9653,0.994262,0.885998,1.00524,1.01098,0.990803,1.06072,0.997976,1.07506,1.10562,0.992882,0.984165,1.00816,0.987369,0.987928,0.972383,0.987629,0.975382,0.987351,0.975248,0.972208,0.978979,0.931802,0.928917,0.97413,0.963643,1.05489,0.995025,0.980224,0.99446,1.05696,0.972045,1.00309,1.08854,0.999717,68053.9,0,0,0.044,318.334,1336.77,19042.2,0.003,867.459,264.808,717.876,2.002,1454.1,95.24,14266.8,4548.6,1209.2,49.498,245.254,68.635,779.419,1324.43,933.956,334.374,0.525,228.487,92.087,6297.99,921.909,3245.86,283.194,14914.2,17567.2,6785.89,233.925,50.192,8086.86,158422,90537.8,3668.59,16132.1,46774.4,1181.76,2268.56,1205.94,848.029,2256.62,563.021
1996,1,305745,1,49929.8,1,82818.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68065.6,0,0,0.045,330.222,1570.73,19998.3,0.004,885.77,273.637,763.029,1.891,1617.61,109.458,15787.9,5172.12,1259.14,52.298,268.312,74.388,834.014,1262.74,1115.99,313.507,0.4,302.094,102.806,6728.04,1063.38,3389.71,290.285,15189.1,18160.7,7690.56,270.135,53.134,8852.16,164145,91767.6,3903.14,17748.4,49155.1,1211.7,2491.99,1386.65,908.402,2378.73,616.001
1997,1,304443,1.07299,51173.2,1.27516,84646.5,1.0145,1.01858,0.952273,0.969674,1.01979,1.03902,1.03185,1.00508,1.05099,1.0054,1.00569,1.03706,1.01394,0.956594,1.02026,1.00338,0.98146,0.998478,1.02085,1.01366,1.00619,1.00511,0.929889,0.927213,0.99417,1.00888,0.98877,1.00222,1.01392,1.02715,1.00578,1.04079,1.01081,1.0462,1.02601,1.01312,0.99667,0.99298,1.01585,1.01448,0.956649,1.00385,1.02707,1.00621,0.983839,1.0232,1.00519,0.928582,0.991695,68367.2,0,0,0.035,340.426,1372.96,20934.1,0.004,861.873,301.489,757.871,2.943,1656.93,113.47,16020.4,4776.98,1269.27,63.856,263.822,65.574,830.746,1128.7,1162.28,352.806,0.866,268.588,96.09,6624.68,1023.66,3409.68,283.495,14852.9,17945.9,7529.07,256.487,57.664,8472.39,164514,93054.8,3810.61,17990,48291.8,1227.3,2530.62,1337.74,896.316,2290.85,622.363
1998,1,307862,1.10519,52505.3,1.57326,83157,1.0981,0.968224,1.05336,0.940796,0.827126,0.984727,1.06048,0.987798,1.1953,1.01102,1.01702,1.01971,1.02418,0.983638,1.04952,1.00754,0.774406,0.997318,1.02287,1.03257,0.97818,1.01012,0.8553,0.823307,0.989742,1.01341,0.984635,0.999484,1.02434,1.03846,0.999267,1.02363,1.02565,1.06578,1.05345,1.02846,0.916371,0.871301,0.997524,0.973985,0.901775,1.00674,1.04485,1.013,0.997563,1.03125,1.00766,0.839156,0.987414,65960,0,0,0.046,318.224,1216.37,19626.2,0.003,830.732,277.866,739.956,3.003,1574.37,114.114,15827.2,5083.51,1197.92,70.097,246.144,70.89,803.461,1219.61,1241.96,325.939,1.043,292.224,94.735,6307.98,1073.76,3384.47,280.176,14809.1,17047.5,7532.87,265.697,62.753,8728.92,159117,89191.2,3945.51,17684.4,47088.9,1178.86,2431.92,1402,874.24,2461.57,619.179
1999,1,319071,1.15288,53171,1.6789,89571.2,1.1672,0.982147,1.07994,0.887748,0.826473,1.00283,1.079,0.980208,1.53686,0.992628,1.01469,1.0408,1.03278,0.981434,1.06937,1.01238,0.86435,0.996415,1.01742,1.05556,0.944613,1.00945,0.79722,0.782912,0.992279,1.01996,0.981206,0.998656,1.03555,1.04298,1.00134,1.00517,1.02943,1.08765,1.07818,1.05082,1.02182,0.92526,1.00684,0.982929,0.870433,1.01166,1.05982,0.999105,1.00358,1.04363,1.00434,0.790153,0.987204,71459.4,0,0,0.047,320.773,1222.11,17584.2,0.003,848.557,289.823,745.029,5.124,1537.4,114.941,15329.3,5764.19,1242.49,47.112,276.323,71.012,820.357,1332.01,1466.1,436.061,1.431,359.85,95.052,6316.91,1159.84,3443.72,280.658,15253.2,17408.1,8212.9,304.365,64.805,9416.54,164197,92597.4,4471.52,17264.1,48714.3,1185.38,2403.89,1529.02,891.317,2796.59,797.445
2000,1,348475,1.153,53515.9,1.92689,87635.4,1.2034,0.993099,1.10697,0.826749,0.867644,1.03108,1.10008,0.991174,1.64348,0.994298,1.01602,1.02699,1.04871,1.05851,1.0984,1.05909,1.3187,1.01106,1.0184,1.08228,1.01087,1.01978,0.757922,0.748972,0.999898,1.04349,0.982139,0.997222,1.05969,1.06636,1.02509,1.03168,1.03986,1.10107,1.10704,1.07239,1.07339,1.21261,1.02259,0.994673,0.851752,1.05513,1.07675,1.00067,1.05062,1.06781,1.01892,0.753689,0.991732,80768,0,0.001,0.082,324.791,1224.27,17900.9,0.002,889.577,269.175,726.548,7.711,1602.79,119.795,15803.5,5893.52,1284.36,54.381,306.723,70.053,899.112,1416.75,1690.72,556.067,1.906,518.75,89.566,6551.03,1325.18,3580.06,220.031,15328.8,18412.9,9257.37,344.022,69.892,9622.84,177534,102294,5160.28,17810.2,51322.3,1212.56,2457.99,1739.12,969.373,3104.84,1076.38
2001,1,346322,1.14235,53672.7,1.86529,81945.6,1.2161,1.01363,1.08094,0.876366,0.872417,1.06923,1.14482,1.01985,1.83553,0.99016,1.00131,1.00987,1.0609,1.0536,1.12778,1.05604,1.21628,1.01056,1.01685,1.08914,0.971843,1.01676,0.707553,0.692849,0.992892,1.06507,0.981855,1.00351,1.06124,1.05216,1.08602,1.15596,1.02893,1.11741,1.13608,1.12187,0.99897,1.17382,1.03598,1.01563,0.816861,1.05326,1.08448,0.994252,1.04381,1.06314,1.0133,0.70009,0.988003,80444.7,0,0.001,0.036,332.634,1140.08,17830.9,0.002,937.582,308.709,729.737,7.066,1696.55,114.757,15257.5,6221.06,1340.49,75.193,297.89,69.267,895.937,1492.87,1910.11,536.379,1.828,493.7,81.241,6719.9,1433.63,3512.87,193.233,15870.6,18813.9,8971.57,330.801,78.087,9886.52,177848,102105,5358.59,17307.1,52222.4,1321.53,2549.63,1841.28,965.426,3399.14,1031.63
2002,1,346868,1.02543,53844.9,1.54595,68581.6,1.2588,0.989408,1.16186,0.907598,0.813808,1.08189,1.17616,1.01305,1.94783,0.98488,1.00079,1.00367,1.07526,1.03448,1.14606,1.05911,1.15569,1.00613,1.0312,1.09955,0.986048,1.01211,0.667706,0.678632,0.990964,1.07929,0.99497,1.01783,1.05734,1.04106,1.07143,1.05267,1.0437,1.14132,1.15752,1.14375,1.01245,1.12865,1.02888,0.994956,0.80114,1.05611,1.10058,0.991118,1.03012,1.05891,1.01003,0.674239,0.993362,77111.4,0,0.001,0.039,319.955,1055.07,16708.6,0.002,933.841,301.165,697.899,7.255,1646.46,105.021,14613.2,5813.31,1302.95,63.765,289.749,69.732,862.545,1469.2,1673.39,522.897,1.646,497.146,78.683,6521.68,1434.01,3414.66,193.469,15559.4,17987.9,8682,318.809,77.939,9374.64,170610,97532,5083.94,16601.3,50565,1298.41,2457.81,1828.71,932.392,3139.26,1021.37
2003,1,359890,1.15448,54275.4,2.02054,75478.1,1.2697,1.06703,1.32926,0.898314,1.09091,1.1233,1.21959,1.0617,1.83473,0.993702,1.00819,1.04405,1.09011,1.04697,1.16733,1.11903,1.4024,1.03228,1.05833,1.11363,1.0119,1.02307,0.639448,0.659089,0.996868,1.10831,1.00658,1.02819,1.09426,1.0439,1.11797,1.20115,1.06161,1.1666,1.18026,1.17051,1.17275,1.3013,1.08144,1.06538,0.790399,1.11197,1.12421,1.00047,1.05115,1.07255,1.02209,0.65048,1.00199,82613.7,0,0.001,0.029,342.812,1111.95,17700.3,0.003,989.617,246.672,772.7,8.579,1680.86,103.489,15199.1,5938.52,1352.13,53.239,315.907,70.729,900.038,1705,1753.29,639.673,1.624,538.704,83.165,6883.2,1512.68,3545.42,182.884,17221.3,19430.9,9319.78,333.501,80.256,9614.7,182605,104121,5592.01,17290.3,54745.6,1287.81,2565.48,1923.98,970.921,3452.58,1179.37
2004,1,382321,1.18659,55219.1,2.0883,67169.8,1.4252,1.14185,1.68606,0.948552,1.27907,1.15525,1.29588,1.1188,1.85071,1.0145,1.02145,1.15964,1.1144,1.07495,1.18421,1.19473,1.70229,1.07803,1.0768,1.15282,1.22279,1.1168,0.632328,0.654711,1.0154,1.14926,1.02272,1.05194,1.11913,1.03606,1.16753,1.29391,1.10431,1.20288,1.21313,1.22189,1.18534,1.50774,1.14006,1.13615,0.80844,1.18359,1.15938,1.0199,1.1058,1.07562,1.12555,0.644726,1.01947,91218.3,0,0.001,0.023,344.725,1204.15,18416,0.003,1033.68,198.487,821.062,9.385,1651.85,101.424,16051,6409.68,1428.62,55.201,329.794,95.336,937.64,1862.33,1839.2,708.844,1.62,602.255,82.071,7548.68,1645.04,3642.62,174.516,19130.4,21853.6,10033.6,344.363,94.267,10207.2,199310,113480,6040.07,18233.9,60609.7,1285.27,2584.86,2079.6,1033.93,3694.2,1312.01
2005,1,378033,1.22352,56024.9,2.27019,59610.4,1.6277,1.14353,2.23732,0.991467,1.71908,1.21664,1.38129,1.13466,1.9971,1.0429,1.02305,1.16012,1.16035,1.1257,1.21706,1.31112,2.29757,1.14568,1.07727,1.22931,1.34001,1.20599,0.615878,0.650619,1.0213,1.19149,1.03319,1.12052,1.1735,1.00824,1.26649,1.4633,1.12778,1.23381,1.24577,1.27876,1.26995,1.91988,1.16302,1.14109,0.818809,1.29414,1.18976,1.04296,1.13964,1.06593,1.21714,0.634342,1.02753,85946.6,0,0.001,0.019,315.895,1252.43,17290.4,0.003,942.976,167.845,768.996,10.222,1489.93,92.457,14692,5710.83,1354.56,67.137,311.04,77.609,871.482,1942.53,1854.42,712.16,1.512,622.481,80.662,7376.67,1688.87,3227.85,149.435,18916.3,21436.1,9699.65,316.637,82.125,9077.51,189927,106760,6021.13,16746.2,59451.8,1176.91,2363.67,2075.17,948.944,3788,1335.5
1960,2,8253.68,0.24831,1144.77,0.388708,4051.22,0.1488,0.310386,0.241639,0.250938,0.111397,0.242862,0.176296,0.282507,0.127039,0.381165,0.336377,0.204089,0.246364,0.23198,0.173892,0.233014,0.168023,0.301161,0.212625,0.23896,0.234865,0.237866,0.592462,0.657491,0.243712,0.226038,0.316448,0.224137,0.259335,0.374491,0.182421,0.14226,0.26336,0.197164,0.157753,0.147757,0.32338,0.171303,0.262945,0.22756,0.299557,0.242228,0.210604,0.370377,0.204979,0.256976,0.248733,0.597856,0.249152,2.587,1071.94,12.537,0.036,10.088,129.634,0.425,0.22,1.43,0.33,49.498,0.763,5.082,2.726,334.024,174.721,49.854,0.052,48.267,275.222,137.527,170.946,12.584,24.607,7.472,4.522,5.077,232.267,9.213,410.473,126.037,212.861,358.976,353.572,29.339,19.445,731.548,3332.83,59.593,1585.83,445.729,1219.92,1.801,58.265,54.764,1432.77,183.243,36.592
1961,2,7918.06,0.249104,1188.17,0.335794,4075.14,0.1504,0.312692,0.241896,0.245165,0.11114,0.240282,0.178342,0.287392,0.128684,0.370419,0.335709,0.19699,0.247061,0.225291,0.175857,0.231391,0.1685,0.294531,0.216173,0.237495,0.231428,0.238605,0.594281,0.650819,0.242756,0.226864,0.318025,0.225016,0.261338,0.373491,0.184218,0.145776,0.267045,0.201368,0.161034,0.15171,0.32338,0.17294,0.263711,0.221064,0.299329,0.240057,0.213907,0.361811,0.19846,0.258889,0.24833,0.599086,0.248886,2.383,1024.13,11.184,0.036,9.605,123.953,0.421,0.21,1.358,0.316,46.662,0.656,4.962,2.553,322.082,167.709,49.265,0.042,45.466,267.193,130.044,162.023,12.286,20.692,6.458,4.129,4.853,212.288,9.087,409.536,122.86,202.584,332.506,343.872,27.645,19.253,719.088,3170.81,56.237,1512.32,430.043,1148.74,1.708,55.029,53.359,1371.55,174.07,31.344
1962,2,7738,0.251221,1214.74,0.345429,3897.56,0.1504,0.32493,0.243717,0.239365,0.11209,0.244498,0.179797,0.288792,0.129022,0.376674,0.33778,0.199547,0.249626,0.227162,0.178488,0.22884,0.165994,0.291341,0.21825,0.237398,0.230202,0.239431,0.596403,0.638406,0.244811,0.22682,0.320164,0.225434,0.268012,0.378625,0.184691,0.146614,0.26899,0.205629,0.1647,0.15206,0.32338,0.172682,0.265525,0.224189,0.300561,0.237862,0.217849,0.367202,0.20095,0.259941,0.249519,0.600168,0.250525,2.24,952.383,10.779,0.036,9.252,114.535,0.429,0.194,1.301,0.32,45.623,0.585,4.886,2.46,326.923,167.85,51.04,0.037,44.773,258.691,131.884,162.751,12.787,23.108,6.745,3.72,4.742,200.558,8.964,414.757,123.549,199.989,305.147,337.219,27.548,19.194,724.811,3061.81,54.784,1453.44,435.728,1099.95,1.65,53.74,53.05,1295.45,175.331,33.442
1963,2,7807.28,0.256921,1272.61,0.376322,3809.45,0.1475,0.323686,0.249399,0.235034,0.111501,0.2447,0.181328,0.288751,0.128567,0.377839,0.342656,0.203262,0.250312,0.225394,0.183512,0.228804,0.164612,0.291871,0.210816,0.235821,0.228428,0.240986,0.597907,0.63396,0.242486,0.226517,0.316952,0.226953,0.261274,0.38511,0.18585,0.146243,0.271284,0.210171,0.16841,0.159013,0.32338,0.172897,0.267983,0.22736,0.304163,0.237755,0.219669,0.368927,0.20418,0.264622,0.253473,0.601242,0.248509,2.311,954.182,11.232,0.036,9.33,114.593,0.454,0.194,1.262,0.33,47.456,0.535,5.067,2.409,344.85,177.26,53.133,0.033,47.053,271.253,134.601,167.021,12.985,23.832,7.236,3.613,4.71,199.373,9.2,434.048,126.994,201.394,298.323,348.05,27.897,19.912,758.04,3112.1,56.584,1476.28,457.863,1103.74,1.618,55.657,54.485,1311.27,179.786,34.458
1964,2,8320.96,0.269407,1322.68,0.437046,3731.48,0.1565,0.322285,0.261619,0.271174,0.110525,0.244641,0.18375,0.288347,0.129854,0.383884,0.346355,0.207274,0.252952,0.226138,0.185464,0.227669,0.158017,0.287053,0.219717,0.236333,0.234615,0.245642,0.611173,0.627203,0.245227,0.229116,0.317909,0.227829,0.262771,0.388328,0.186484,0.144826,0.277571,0.212803,0.172683,0.16438,0.32338,0.171957,0.274418,0.231007,0.315093,0.236397,0.22332,0.374569,0.207784,0.267889,0.264098,0.613083,0.25105,2.597,1036.68,10.772,0.045,10.362,116.561,0.52,0.2,1.342,0.361,52.805,0.514,5.501,2.615,389.852,201.561,60.752,0.032,52.693,307.79,151.31,187.438,14.455,24.328,8.092,3.778,4.969,210.077,10.156,478.7,141.501,220.027,310.631,378.253,30.004,22.036,840.552,3407.71,62.613,1628.85,517.418,1180.81,1.727,61.622,59.734,1441.11,201.642,35.933
1965,2,8453.84,0.28465,1384.02,0.46617,3766.13,0.1614,0.336015,0.276219,0.237934,0.10973,0.24718,0.186455,0.298511,0.131188,0.386875,0.348118,0.209261,0.25492,0.228619,0.187769,0.228972,0.163647,0.289479,0.227506,0.237105,0.241253,0.248522,0.619146,0.619934,0.248297,0.232915,0.320775,0.225617,0.27174,0.387431,0.187309,0.145789,0.280243,0.215989,0.177368,0.167016,0.32338,0.17347,0.281854,0.233742,0.326696,0.237773,0.227801,0.377389,0.209823,0.269051,0.276245,0.619943,0.254281,2.601,1035.1,12.957,0.046,11.045,115.503,0.546,0.191,1.367,0.385,54.822,0.479,5.853,2.78,422.795,207.544,66.91,0.026,56.633,328.204,167.051,201.839,16.511,28.45,8.72,4.199,5.407,211.088,10.877,507.562,146.966,232.759,311.123,397.135,31.416,23.418,885.164,3547.2,64.965,1690.43,561.692,1217.12,1.773,64.121,63.311,1471.92,218.091,41.065
1966,2,8941.63,0.285633,1475.24,0.480633,3736.27,0.1665,0.36448,0.276509,0.242223,0.111757,0.250499,0.195042,0.315186,0.136477,0.388974,0.351389,0.21878,0.262873,0.234832,0.194864,0.231241,0.168932,0.297998,0.247066,0.238723,0.246323,0.255796,0.638259,0.626451,0.253058,0.238424,0.332075,0.23267,0.276886,0.382947,0.18747,0.145039,0.287951,0.225586,0.183671,0.170423,0.32338,0.174737,0.287222,0.244057,0.331085,0.240791,0.234702,0.380003,0.218892,0.269932,0.27841,0.638118,0.25993,2.576,1090.22,13.38,0.045,11.525,103.844,0.571,0.176,1.363,0.401,55.087,0.418,6.055,2.792,448.211,216.122,70.745,0.024,59.353,340.493,181.617,220.218,18.311,26.828,9.353,4.342,5.295,210.477,11.696,530.943,154.055,238.985,295.364,415.383,31.61,24.361,925.025,3694.88,65.345,1794.92,593.939,1226.07,1.782,64.543,65.735,1550.89,238.243,40.245
1967,2,7707.41,0.282174,1537.93,0.369241,3339.09,0.1721,0.349391,0.274796,0.24653,0.113952,0.257704,0.201861,0.310409,0.138912,0.386728,0.357779,0.216098,0.269444,0.239342,0.200428,0.232144,0.171855,0.302001,0.237159,0.243514,0.250552,0.260704,0.658283,0.645959,0.259267,0.246201,0.345702,0.239513,0.283123,0.38895,0.188061,0.145175,0.299298,0.232009,0.19154,0.175653,0.32338,0.175848,0.291762,0.241812,0.33426,0.24262,0.242407,0.379684,0.217273,0.273481,0.278734,0.658127,0.267406,2.255,867.647,11.65,0.035,9.379,83.667,0.528,0.137,1.045,0.344,48.298,0.297,4.913,2.305,379.566,193.337,61.857,0.017,47.611,266.807,161.259,191.545,15.53,19.49,7.632,3.844,4.196,170.092,10.009,466.265,133.246,202.33,230.414,352.412,26.484,21.334,813.951,3047.6,56.478,1471.01,502.065,1011.18,1.399,55.943,56.472,1246.05,206.834,30.893
1968,2,8343.45,0.299629,1548.21,0.328734,4170.7,0.1869,0.353899,0.292776,0.249355,0.115332,0.26763,0.212058,0.318057,0.141612,0.407377,0.370154,0.243235,0.281101,0.24062,0.207736,0.23198,0.168237,0.305679,0.242052,0.255607,0.257266,0.267705,0.684216,0.659785,0.268789,0.253344,0.353118,0.247016,0.294214,0.394435,0.191058,0.144879,0.312203,0.24329,0.200839,0.186707,0.32338,0.176684,0.304182,0.266102,0.350655,0.244311,0.252995,0.398165,0.241126,0.279552,0.293669,0.683161,0.27613,2.622,1034.78,12.392,0.043,9.861,91.31,0.61,0.134,1.092,0.386,51.736,0.281,5.511,2.503,438.736,227.583,73.616,0.017,52.045,296.156,182.888,205.344,17.468,23.479,8.202,4.319,4.514,184.624,11.411,535.513,153.127,226.5,237.753,388.207,28.778,24.42,938.861,3437.42,61.037,1682.7,578.516,1101.26,1.487,60.172,63.57,1457.79,222.532,35.903
