"year","ind","qout","po","qktemp","pk","qltemp","pl","pz1","pz2","pz3","pz4","pz5","pz6","pz7","pz8","pz9","pz10","pz11","pz12","pz13","pz14","pz15","pz16","pz17","pz18","pz19","pz20","pz21","pz22","pz23","pz24","pz25","pz26","pz27","pz28","pz29","pz30","pz31","pz32","pz33","pz34","pz35","pn","pe","pm","pma","pmm","pmn","pms","pta","pwp","pos","pfm","pmc","peq","qc1","qc2","qc3","qc4","qc5","qc6","qc7","qc8","qc9","qc10","qc11","qc12","qc13","qc14","qc15","qc16","qc17","qc18","qc19","qc20","qc21","qc22","qc23","qc24","qc25","qc26","qc27","qc28","qc29","qc30","qc31","qc32","qc33","qc34","qc35","qcn","qe","qm","qma","qmm","qmn","qms","qta","qwp","qos","qfm","qmc","qeq"
1990,21,175337,0.919789,28509.5,0.662547,56009.4,0.8931,0.93469,1.05234,1.16038,0.942657,0.945861,0.849049,0.911335,0.914321,0.943198,0.938091,0.748631,0.88106,0.88177,0.805724,0.851167,1.03758,0.907711,0.923321,0.876934,0.96195,0.925754,1.22379,1.25069,0.878608,0.884513,0.929398,0.901445,0.936014,0.899277,0.874692,0.895464,0.886641,0.825686,0.823355,0.775759,0.857998,0.899812,0.930633,0.86103,0.968833,0.876227,0.867058,0.940278,0.857522,0.851985,0.952898,1.22862,0.913276,55.535,16.531,8.34,2.313,2.008,622.98,1.383,0.185,2.221,6.057,227.394,5.389,1327.87,120.883,3598.71,569.606,2289.16,4.21,716.334,42387.8,13353.3,2373.57,474.357,69.12,5.643,195.603,16.739,3871.25,518.288,2742.1,802.11,11411,2949.41,8310.15,351.477,189.18,4133.77,95249.9,1751.69,58730.3,6603.5,27587,12.405,1683.05,1057.6,55781.7,2847.12,271.017
1991,21,167343,0.929249,28492.5,0.599248,53740.7,0.9314,0.91697,0.935483,1.14673,0.851258,0.933031,0.857142,0.914952,1.0294,0.954969,0.956371,0.763132,0.897748,0.866148,0.837728,0.873024,0.945822,0.928985,0.928326,0.894112,0.926852,0.93566,1.20616,1.23806,0.910232,0.9068,0.947302,0.921657,0.931718,0.915815,0.920504,0.912755,0.908405,0.85189,0.858125,0.85501,0.884311,0.921388,0.923946,0.85285,0.945037,0.897424,0.890075,0.952949,0.849488,0.891113,0.928576,1.21183,0.934854,52.302,15.877,7.404,2.515,2.024,456.682,1.426,0.206,2.025,4.913,228.322,5.588,1310.72,115.367,3433.48,495.657,2212.61,3.555,675.493,40877.2,12913.8,2384.81,489.255,73.399,6.982,190.528,16.739,3805.64,484.529,2574.54,740.854,11181.9,2965.08,7551.87,328.305,179.417,3826.32,91834.4,1724.33,56845.2,6322.85,26506.7,10.423,1661.22,991.011,53829.7,2873.5,271.302
1992,21,177838,0.932571,28647.7,0.634823,56688,0.96,0.901965,0.930336,1.12172,0.846408,0.9532,0.868105,0.916295,1.13135,0.961461,0.972933,0.835758,0.907921,0.86667,0.862399,0.879228,0.91717,0.934967,0.942402,0.89774,0.908366,0.939038,1.16903,1.21645,0.929476,0.928166,0.96405,0.949256,0.931798,0.926065,0.943247,0.924585,0.919645,0.876778,0.892882,0.886493,0.89226,0.935079,0.920957,0.86431,0.930852,0.903344,0.908233,0.967561,0.86175,0.907759,0.915333,1.17743,0.952303,55.293,16.471,8.264,2.475,2.047,454.57,1.512,0.227,2.569,23.051,243.25,6.249,1353.51,113.103,3595.72,548.672,2528.43,4.042,757.001,43703.3,13710.7,2536.61,563.154,82.507,7.149,259.629,18.052,3944.92,486.696,2718.77,810.489,11175,3143.2,7918.82,301.161,182.075,4094.23,97084.7,1804.65,60775.3,6890.1,27151.1,29.668,1716.92,969.582,57453.1,3100.34,350.328
1993,21,184401,0.93869,28910.5,0.700939,58091.2,0.9616,0.965338,0.880431,1.05754,0.857093,0.944123,0.901198,0.929227,1.07898,0.958295,0.979512,0.971051,0.925679,0.854478,0.88903,0.887845,0.887012,0.944067,0.956655,0.916806,0.895707,0.944195,1.13281,1.20307,0.949563,0.95345,0.981484,0.959615,0.94708,0.940703,0.958926,0.95487,0.939893,0.920437,0.917017,0.908765,0.891872,0.94729,0.922455,0.876545,0.921311,0.913287,0.931364,0.974353,0.872509,0.921864,0.906889,1.14539,0.970643,51.94,16.132,8.113,3.163,2.125,541.486,1.769,0.235,2.887,19.946,236.129,8.341,1402.99,105.696,3691.96,571.324,2673.64,4.438,768.245,45917.1,14133.4,2747.34,618.329,101.392,9.546,209.62,19.158,4105.68,513.199,2780.28,836.682,11276.2,3162.28,8080.48,281.895,182.875,4204.69,100804,1834.92,63664,7146.39,27604.2,27.249,1753.34,978.501,60081.3,3366.64,320.529
1994,21,198846,0.954778,29375.2,0.849989,58252.9,0.989,0.922223,0.94681,1.03458,0.809254,0.966933,0.938393,0.94499,0.94714,0.96246,0.982601,1.01052,0.957059,0.887284,0.911683,0.908693,0.856673,0.957791,0.977379,0.950846,0.956704,0.961494,1.10855,1.18012,0.976313,0.970706,0.99411,0.971999,0.960947,0.958291,0.966438,0.982172,0.960889,0.940954,0.944926,0.929862,0.915051,0.953371,0.960029,0.906996,0.967865,0.932831,0.953227,0.980462,0.90563,0.941537,0.957593,1.12137,0.988031,56.974,15.421,9.137,2.595,2.255,580.078,1.568,0.214,2.665,20.737,242.961,7.368,1458.73,96.648,3790.38,570.159,2911.88,4.69,802.115,49094.4,15107.4,3117.78,686.401,107.794,6.589,202.25,19.982,4333.71,546.508,2934.85,779.626,11850.2,3310.19,8587.62,343.994,196.492,4302.7,107466,1892.78,68282.4,7522.85,29168.3,28.074,1805.36,1086.93,64233,3804.49,316.484
1995,21,205530,0.989754,30359.1,0.883903,60057.2,0.9958,0.961163,1.09429,1.01645,0.794378,0.997089,0.977239,0.959036,0.976005,0.995202,0.988924,1.00535,0.981672,1.08808,0.9653,0.994262,0.885998,1.00524,1.01098,0.990803,1.06072,0.997976,1.07506,1.10562,0.992882,0.984165,1.00816,0.987369,0.987928,0.972383,0.987629,0.975382,0.987351,0.975248,0.972208,0.978979,0.948903,0.970493,1.02538,1.06482,1.04744,0.998329,0.980943,0.99404,1.06981,0.969704,1.04527,1.08053,1.00288,59.475,16.043,9.311,2.772,2.336,535.307,1.568,0.226,2.662,21.124,242.546,8.005,1433.73,96.765,3723.49,580.195,3049.29,5.358,809.572,47992.9,15876.9,3690,797.358,118.919,8.453,260.771,21.111,4405.47,590.271,2870.91,753.994,13030.3,3437.97,9179.92,309.773,210.494,4221.1,109900,1871.65,68745.9,7605.41,31166.3,29.13,1780.8,1110.62,63877.9,4487.17,388.171
1996,21,212820,1,31539.6,1,60546.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75.826,18.274,10.233,2.452,2.419,611.447,1.639,0.246,2.635,17.057,257.388,8.499,1519.96,97.078,3781.66,692.287,3270.56,5.707,873.045,51316.3,16603.8,4281.74,944.757,119.648,8.564,252.193,23.296,4660.42,635.371,2978.51,771.611,13079,3527.02,9732.28,321.836,229.239,4455.1,116279,1986.04,73545.2,7950.98,32185.2,25.399,1882.93,1186.45,67938.3,5226.5,380.405
1997,21,226196,1.01075,32499.5,1.10865,66593.2,1.001,1.01858,0.952273,0.969674,1.01979,1.03902,1.03185,1.00508,1.05099,1.0054,1.00569,1.03706,1.01394,0.956594,1.02026,1.00338,0.98146,0.998478,1.02085,1.01366,1.00619,1.00511,0.929889,0.927213,0.99417,1.00888,0.98877,1.00222,1.01392,1.02715,1.00578,1.04079,1.01081,1.0462,1.02601,1.01312,0.995389,1.00815,1.00553,0.973459,0.99996,1.0025,1.02004,1.00909,0.971114,1.01701,1.00589,0.929413,0.991001,73.269,22.214,11.11,2.353,2.623,593.512,2.05,0.284,2.777,23.028,265.72,10.084,1573.81,98.602,4111.85,653.571,3495.19,7.622,933.687,49200.2,18663.2,5055.02,1071.04,141.226,10.361,268.531,24.188,5047.62,689.017,3242.02,804.678,13951.7,3925.03,10628.2,374.061,268.449,4714.49,120517,2057.21,74397.5,8567.57,34886.2,33.428,1948.16,1331.26,67884.4,6126.11,420.152
1998,21,236356,1.01922,33650.4,1.09721,67434.2,1.0208,0.968224,1.05336,0.940796,0.827126,0.984727,1.06048,0.987798,1.1953,1.01102,1.01702,1.01971,1.02418,0.983638,1.04952,1.00754,0.774406,0.997318,1.02287,1.03257,0.97818,1.01012,0.8553,0.823307,0.989742,1.01341,0.984635,0.999484,1.02434,1.03846,0.999267,1.02363,1.02565,1.06578,1.05345,1.02846,0.980047,0.971782,0.996349,0.991724,0.975865,1.00601,1.03832,1.01777,0.99217,1.0241,0.986676,0.849702,0.986994,76.749,21.174,10.968,3.116,2.686,547.262,0.857,0.162,2.622,24.787,269.069,9.585,1627.92,92.507,4120.14,691.484,3634.04,8.949,909.68,56373.3,19343.8,5549.27,1174.19,133.818,10.885,249.556,25.006,5133.58,755.591,3428.22,854.689,14792.6,4079.61,11176.7,425.564,296.71,4989.78,130768,2112.41,82805.8,8690.26,36661.1,36.368,1998.2,1477.51,75713.9,6723.55,394.327
1999,21,251008,1.02014,34779.6,1.20235,69065,1.0525,0.982147,1.07994,0.887748,0.826473,1.00283,1.079,0.980208,1.53686,0.992628,1.01469,1.0408,1.03278,0.981434,1.06937,1.01238,0.86435,0.996415,1.01742,1.05556,0.944613,1.00945,0.79722,0.782912,0.992279,1.01996,0.981206,0.998656,1.03555,1.04298,1.00134,1.00517,1.02943,1.08765,1.07818,1.05082,1.08223,0.983735,0.983352,0.994155,0.948405,1.01039,1.0526,1.01344,0.994213,1.05364,0.961652,0.794825,0.985852,91.55,24.399,12.095,2.876,2.805,555.29,1.124,0.178,2.775,21.74,294.446,8.436,1666.74,83.733,4266.93,898.396,3738.87,6.609,991.622,58775.9,20997.1,6327.47,1475.99,155.543,11.36,291.143,26.307,5312.54,792.894,3626.54,894.364,15689.9,4363.52,11941.6,478.94,325.642,5407.99,138541,2176.06,87930.6,9027.23,38910.3,31.12,2052.39,1597.01,79802.5,7800.4,458.081
2000,21,271732,1.02873,35671.6,1.22459,77026.1,1.0627,0.993099,1.10697,0.826749,0.867644,1.03108,1.10008,0.991174,1.64348,0.994298,1.01602,1.02699,1.04871,1.05851,1.0984,1.05909,1.3187,1.01106,1.0184,1.08228,1.01087,1.01978,0.757922,0.748972,0.999898,1.04349,0.982139,0.997222,1.05969,1.06636,1.02509,1.03168,1.03986,1.10107,1.10704,1.07239,1.14524,1.08401,1.01872,1.05339,0.990878,1.04131,1.07179,1.0147,1.0566,1.08462,1.01251,0.756532,0.98959,113.186,25.358,12.189,4.55,2.97,545.969,1.164,0.148,2.32,14.733,288.023,7.365,1760.26,77.212,4286.61,1026.92,3910.39,7.879,1115.68,59205.2,23724.4,7172.53,1706.3,170.924,10.819,317.37,25.532,5599.99,875.225,3883.59,727.388,16049.2,4828.34,12684.2,528.562,366.155,5626.96,145183,2269.51,92118.8,9343.61,40960.5,24.933,2130.98,1769.7,83032,8874.94,499.093
2001,21,253246,1.02537,35986.9,1.05158,74677.8,1.1003,1.01363,1.08094,0.876366,0.872417,1.06923,1.14482,1.01985,1.83553,0.99016,1.00131,1.00987,1.0609,1.0536,1.12778,1.05604,1.21628,1.01056,1.01685,1.08914,0.971843,1.01676,0.707553,0.692849,0.992892,1.06507,0.981855,1.00351,1.06124,1.05216,1.08602,1.15596,1.02893,1.11741,1.13608,1.12187,1.17688,1.12186,1.00135,1.04938,0.959983,1.04052,1.0791,1.00533,1.05137,1.09832,0.983855,0.705012,0.987528,100.41,20.965,13.069,1.871,2.774,479.122,1.06,0.124,2.257,15.746,263.846,6.414,1714.09,74.225,4008.7,996.976,3742.55,9.934,996.199,53499.9,21716.6,6929.61,1725.49,152.82,9.941,306.023,21.251,5236.27,883.059,3486.35,582.967,15259.9,4467.62,11638.5,488.969,337.82,5068.21,133793,2186.17,84020.3,8769.33,38316.9,27.954,2057.24,1707.38,75312.6,8650.3,468.637
2002,21,248953,1.02346,36042.9,0.999747,69135.6,1.1859,0.989408,1.16186,0.907598,0.813808,1.08189,1.17616,1.01305,1.94783,0.98488,1.00079,1.00367,1.07526,1.03448,1.14606,1.05911,1.15569,1.00613,1.0312,1.09955,0.986048,1.01211,0.667706,0.678632,0.990964,1.07929,0.99497,1.01783,1.05734,1.04106,1.07143,1.05267,1.0437,1.14132,1.15752,1.14375,1.19382,1.08804,1.00825,1.03317,0.964435,1.04125,1.0939,1.00949,1.03528,1.10214,0.992725,0.670019,0.995675,99.041,19.459,11.422,1.914,2.665,434.719,0.991,0.121,2.229,14.996,251.996,6.195,1648.03,63.944,3848.35,926.391,3607.28,8.416,957.316,53643.5,20710.7,6791.6,1495.78,147.082,9.461,278.757,20.384,5012.67,855.345,3373.04,582.897,14812.1,4189.1,11048.9,456.204,336.558,4880.46,130386,2093.4,82807.5,8433.54,36697.8,25.639,1968.28,1645.93,74420.6,8283.17,435.201
2003,21,242874,1.03428,35644.1,1.02756,67754.3,1.2106,1.06703,1.32926,0.898314,1.09091,1.1233,1.21959,1.0617,1.83473,0.993702,1.00819,1.04405,1.09011,1.04697,1.16733,1.11903,1.4024,1.03228,1.05833,1.11363,1.0119,1.02307,0.639448,0.659089,0.996868,1.10831,1.00658,1.02819,1.09426,1.0439,1.11797,1.20115,1.06161,1.1666,1.18026,1.17051,1.23126,1.18427,1.0283,1.05255,0.981085,1.08148,1.11661,1.02346,1.05177,1.11883,1.01441,0.643261,1.00559,92.704,16.938,12.068,1.34,2.571,411.125,0.945,0.136,2.125,11.171,251.289,6.849,1519.32,58.117,3730.5,851.148,3385.09,6.327,945.978,49081.4,19539.5,7083.98,1427.27,162.207,8.757,248.795,19.501,4762.51,827.729,3160.88,496.048,14802.5,4082.34,10885.6,440.59,350.475,4505.35,123712,1946.32,77027.7,8086.45,36133.9,19.61,1833.43,1618.93,68688.7,8504.37,419.491
2004,21,240220,1.13434,35142.5,1.16433,61500.6,1.2516,1.14185,1.68606,0.948552,1.27907,1.15525,1.29588,1.1188,1.85071,1.0145,1.02145,1.15964,1.1144,1.07495,1.18421,1.19473,1.70229,1.07803,1.0768,1.15282,1.22279,1.1168,0.632328,0.654711,1.0154,1.14926,1.02272,1.05194,1.11913,1.03606,1.16753,1.29391,1.10431,1.20288,1.21313,1.22189,1.36311,1.28705,1.14603,1.09414,1.14207,1.14032,1.15312,1.03939,1.09186,1.1571,1.19469,0.636587,1.02321,88.182,15.221,8.335,0.939,2.292,394.756,0.871,0.136,1.968,7.986,236.711,6.691,1324.51,49.3,3599.81,814.388,3173.19,5.815,876.57,58666.3,18060.3,6856.06,1324.87,159.434,7.561,217.256,17.077,4636.91,800.9,2882.36,419.601,14557.8,3988.01,10538.9,402.038,333.162,4120.73,130274,1720.48,85394.8,7675.69,35228.8,15.794,1615.69,1534.15,76950.2,8172.78,383.863
2005,21,243352,1.21826,34862.2,1.39676,63236.8,1.288,1.14353,2.23732,0.991467,1.71908,1.21664,1.38129,1.13466,1.9971,1.0429,1.02305,1.16012,1.16035,1.1257,1.21706,1.31112,2.29757,1.14568,1.07727,1.22931,1.34001,1.20599,0.615878,0.650619,1.0213,1.19149,1.03319,1.12052,1.1735,1.00824,1.26649,1.4633,1.12778,1.23381,1.24577,1.27876,1.54726,1.49144,1.22371,1.1343,1.23929,1.2317,1.18485,1.04372,1.13458,1.19445,1.3049,0.622097,1.03236,97.015,16.775,8.294,0.842,2.391,448.02,0.929,0.136,2.013,7.465,252.376,7.834,1344.12,47.58,3784.83,816.938,3399.17,8.055,930.606,54213.2,18920.4,8080.92,1514.51,178.474,8.058,219.292,18.943,5095.82,907.331,2898.68,408.705,16199.6,4359.31,11311,407.288,311.985,4127.46,130887,1766.32,82210.2,8139.07,38517.6,17.642,1650.72,1606.06,73186.9,9584.08,405.33
1960,22,44607,0.579326,4941.85,0.601055,60420.6,0.1576,0.310386,0.241639,0.250938,0.111397,0.242862,0.176296,0.282507,0.127039,0.381165,0.336377,0.204089,0.246364,0.23198,0.173892,0.233014,0.168023,0.301161,0.212625,0.23896,0.234865,0.237866,0.592462,0.657491,0.243712,0.226038,0.316448,0.224137,0.259335,0.374491,0.182421,0.14226,0.26336,0.197164,0.157753,0.147757,3.66567,0.165467,0.348219,0.240798,0.399116,0.277877,0.282961,0.374633,0.218209,1.44886,0.235176,0.602962,0.290358,25.243,4.999,17.199,0.332,10.928,749.92,20.276,3.881,59.137,17.754,172.077,2.906,378.398,102.449,435.756,357.827,847.974,12.2,498.166,14201.3,5153.13,5652.9,1792.37,150.895,12.573,411.546,51.549,1301.79,280.362,695.193,393.998,5609.27,1582.52,3790.57,327.72,42.275,1494.83,37625.8,774.898,23200.8,1763.96,10719.6,83.033,648.145,212.846,19399.8,7508.93,584.968
1961,22,44120.3,0.58147,4964.24,0.628921,58404,0.1609,0.312692,0.241896,0.245165,0.11114,0.240282,0.178342,0.287392,0.128684,0.370419,0.335709,0.19699,0.247061,0.225291,0.175857,0.231391,0.1685,0.294531,0.216173,0.237495,0.231428,0.238605,0.594281,0.650819,0.242756,0.226864,0.318025,0.225016,0.261338,0.373491,0.184218,0.145776,0.267045,0.201368,0.161034,0.15171,3.56283,0.167291,0.347758,0.235579,0.397098,0.273855,0.286582,0.367118,0.212715,1.43273,0.232844,0.6027,0.291248,21.897,4.981,15.267,0.306,10.729,750.519,18.407,3.683,61.079,15.99,164.603,2.574,380.491,97.477,425.215,337.751,862.097,9.33,474.697,14112.4,4971.92,5464.15,1822.38,130.329,11.994,372.112,50.05,1275.56,279.099,705.311,394.174,5588.38,1547.21,3769.51,319.742,44.75,1482.93,37058.1,757.898,22764,1748.67,10665.2,81.745,638.995,217.896,19126.7,7355.7,524.295
1962,22,48816.1,0.586591,5095.31,0.727622,62135.6,0.1664,0.32493,0.243717,0.239365,0.11209,0.244498,0.179797,0.288792,0.129022,0.376674,0.33778,0.199547,0.249626,0.227162,0.178488,0.22884,0.165994,0.291341,0.21825,0.237398,0.230202,0.239431,0.596403,0.638406,0.244811,0.22682,0.320164,0.225434,0.268012,0.378625,0.184691,0.146614,0.26899,0.205629,0.1647,0.15206,3.53376,0.167123,0.348179,0.238373,0.396065,0.271658,0.290327,0.372472,0.214896,1.43381,0.232164,0.601135,0.293287,21.291,5.297,16.051,0.321,11.783,791.052,18.934,3.852,69.692,16.597,179.401,2.592,421.712,103.424,478.937,363.483,1002.9,8.412,519.347,15320,5644.27,6069.37,2126.15,163.996,13.068,362.42,54.428,1419.67,302.933,796.578,446.219,6232.24,1637.71,4124.42,360.129,49.142,1656,41103.8,827.608,25288,1988.63,11766.3,90.458,701.282,239.302,21017.1,8279.58,542.629
1963,22,51821.8,0.58955,5292.36,0.742976,66417.7,0.168,0.323686,0.249399,0.235034,0.111501,0.2447,0.181328,0.288751,0.128567,0.377839,0.342656,0.203262,0.250312,0.225394,0.183512,0.228804,0.164612,0.291871,0.210816,0.235821,0.228428,0.240986,0.597907,0.63396,0.242486,0.226517,0.316952,0.226953,0.261274,0.38511,0.18585,0.146243,0.271284,0.210171,0.16841,0.159013,3.51706,0.16724,0.34847,0.238974,0.395256,0.271548,0.292959,0.373615,0.215497,1.44892,0.231282,0.601098,0.290435,20.795,5.585,16.713,0.305,12.513,835.226,18.542,3.788,73.817,16.104,191.398,2.441,454.134,102.702,516.032,380.423,1083.56,7.205,557.775,16556,5943.01,6365.33,2218.24,175.635,13.699,348.806,55.575,1523.33,315.027,854.193,475.611,6563.98,1696.92,4391.5,377.089,52.637,1763.28,43522.8,871.313,26777.2,2141.57,12429.5,93.487,745.816,252.884,22550.2,8671.04,537.976
1964,22,58481,0.597836,5565.15,0.889476,70560.4,0.1742,0.322285,0.261619,0.271174,0.110525,0.244641,0.18375,0.288347,0.129854,0.383884,0.346355,0.207274,0.252952,0.226138,0.185464,0.227669,0.158017,0.287053,0.219717,0.236333,0.234615,0.245642,0.611173,0.627203,0.245227,0.229116,0.317909,0.227829,0.262771,0.388328,0.186484,0.144826,0.277571,0.212803,0.172683,0.16438,3.31946,0.166059,0.354406,0.241102,0.402766,0.268972,0.297702,0.379674,0.217259,1.41878,0.237055,0.609126,0.292024,21.379,6.242,15.695,0.317,14.393,883.227,19.196,3.897,84.455,16.336,214.682,2.364,504.001,110.512,586.001,420.582,1264.7,6.094,627.445,19028.5,6785.81,7165.15,2473.83,183.092,14.521,352.475,59.216,1707.86,345.63,952.187,540.316,7360.15,1840.1,4756.89,413.012,62.371,1966.59,49078.6,961.896,30349.9,2460.29,13818.8,103.821,826.505,288.379,25871.1,9736.48,548.863
1965,22,64314.6,0.607766,5997.65,0.93896,77464.7,0.1759,0.336015,0.276219,0.237934,0.10973,0.24718,0.186455,0.298511,0.131188,0.386875,0.348118,0.209261,0.25492,0.228619,0.187769,0.228972,0.163647,0.289479,0.227506,0.237105,0.241253,0.248522,0.619146,0.619934,0.248297,0.232915,0.320775,0.225617,0.27174,0.387431,0.187309,0.145789,0.280243,0.215989,0.177368,0.167016,3.87189,0.167618,0.360312,0.243943,0.408861,0.270693,0.30464,0.382806,0.219602,1.53624,0.242681,0.613027,0.295,20.035,6.48,18.665,0.31,16.098,922.974,18.371,3.773,94.891,16.204,227.601,2.271,554.981,116.201,647.438,424.596,1437.43,5.143,686.127,20823,7720.06,7803.75,2921.89,221.69,15.834,382.66,65.749,1848.33,371.083,1030.74,579.906,8049.59,1936.67,5208.86,447.342,56.998,2097.45,54061.7,1037.69,33675.3,2755.32,14901.1,113.692,896.644,285.874,28613.8,10836.5,615.189
1966,22,75061,0.6256,6745.89,0.986254,87688.8,0.1851,0.36448,0.276509,0.242223,0.111757,0.250499,0.195042,0.315186,0.136477,0.388974,0.351389,0.21878,0.262873,0.234832,0.194864,0.231241,0.168932,0.297998,0.247066,0.238723,0.246323,0.255796,0.638259,0.626451,0.253058,0.238424,0.332075,0.23267,0.276886,0.382947,0.18747,0.145039,0.287951,0.225586,0.183671,0.170423,3.02547,0.168576,0.368314,0.251305,0.418812,0.276278,0.30911,0.385814,0.226781,1.35485,0.248344,0.628477,0.303902,20.24,7.66,20.46,0.34,18.818,960.704,18.909,3.876,112.026,17.24,251.677,2.241,648.187,125.852,753.835,469.609,1704.81,4.748,786.628,23801.1,9320.28,9493.31,3763.43,233.959,19.738,419.884,71.707,2134.72,437.53,1194.8,674.515,9415.29,2132.15,6091.82,504.057,88.258,2409.28,64259.4,1182.08,40278.5,3226.94,17542.5,131.685,1024.73,384.16,33215.9,13392.4,669.11
1967,22,74792,0.644719,7677.14,0.859868,87594.8,0.1937,0.349391,0.274796,0.24653,0.113952,0.257704,0.201861,0.310409,0.138912,0.386728,0.357779,0.216098,0.269444,0.239342,0.200428,0.232144,0.171855,0.302001,0.237159,0.243514,0.250552,0.260704,0.658283,0.645959,0.259267,0.246201,0.345702,0.239513,0.283123,0.38895,0.188061,0.145175,0.299298,0.232009,0.19154,0.175653,3.31138,0.169509,0.378442,0.253289,0.429199,0.279954,0.32117,0.38436,0.229622,1.43302,0.252759,0.648154,0.314913,18.592,7.387,20.492,0.333,18.766,961.717,18.076,3.549,114.706,15.988,263.705,1.963,637.476,118.856,758.503,477.571,1789.78,4.094,751.713,22361.8,9986.77,9627.41,3752.19,206.841,20.845,418.716,67.951,2173.89,433.341,1240.19,704.706,9522.4,2068.38,6136.79,509.482,79.742,2493.67,64022.1,1174.8,40012.3,3288.97,17569.9,132.821,1018.68,364.333,32475.3,13517.4,646.242
1968,22,74744.9,0.670663,8389.78,0.79283,86499.4,0.2079,0.353899,0.292776,0.249355,0.115332,0.26763,0.212058,0.318057,0.141612,0.407377,0.370154,0.243235,0.281101,0.24062,0.207736,0.23198,0.168237,0.305679,0.242052,0.255607,0.257266,0.267705,0.684216,0.659785,0.268789,0.253344,0.353118,0.247016,0.294214,0.394435,0.191058,0.144879,0.312203,0.24329,0.200839,0.186707,4.87177,0.170252,0.392572,0.2631,0.442338,0.28482,0.340627,0.403883,0.238152,1.76969,0.259539,0.670408,0.323063,17.598,8.006,18.921,0.329,18.141,984.248,16.406,3.107,117.822,14.851,253.685,1.7,657.514,112.373,786.917,487.038,1949.2,3.553,737.831,22392.4,10328.8,9274.09,3784.76,226.68,21.485,399.951,66.02,2209.69,437.456,1287.48,737.483,9813.81,2006.38,6087.65,504.931,56.928,2581.61,63820.7,1178.18,39739.9,3469.34,17523.5,134.581,1023.45,307.489,32859.1,13189.9,642.606
1969,22,80484.6,0.696641,9016.26,0.753269,91534.5,0.2243,0.383873,0.322948,0.266806,0.118668,0.267757,0.229962,0.334054,0.148436,0.413131,0.38232,0.270264,0.295592,0.248317,0.218062,0.230196,0.169472,0.307805,0.258654,0.266857,0.272598,0.278793,0.711404,0.667606,0.275029,0.26498,0.354329,0.256235,0.311955,0.396003,0.195021,0.147148,0.330796,0.252932,0.212582,0.19784,3.53537,0.173241,0.408397,0.275541,0.46098,0.288117,0.353518,0.410637,0.250799,1.51953,0.273492,0.691728,0.326405,17.402,9.286,19.381,0.337,18.842,1015.21,15.608,2.688,125.82,14.294,251.806,1.641,715.856,115.242,858.539,509.576,2201.89,3.074,765.705,24164.1,10874.8,10117.6,4218.52,230.521,22.062,408.259,67.828,2372.77,484.289,1406.56,806.702,10445.9,2089.94,6603.42,527.739,87.633,2797.15,69200.9,1241.06,43060.1,3825.33,19048.7,141.829,1082.25,398.811,35181.7,14476.8,655.333
1970,22,77624.5,0.719758,9654.41,0.743188,83726.6,0.2424,0.398754,0.362768,0.334805,0.12349,0.271169,0.2449,0.348555,0.155898,0.413321,0.393283,0.243293,0.305241,0.259024,0.23235,0.234374,0.173205,0.319613,0.256746,0.279609,0.297318,0.297067,0.736607,0.698615,0.285531,0.283601,0.372268,0.268049,0.323394,0.403799,0.203715,0.152754,0.346163,0.266887,0.225619,0.217678,3.23223,0.180402,0.430569,0.277768,0.488627,0.298615,0.368622,0.411779,0.252752,1.48542,0.296155,0.718369,0.341947,16.368,10.208,19.122,0.324,18.605,962.406,12.948,2.065,124.329,11.478,258.626,1.34,665.428,99.901,819.557,471.315,2089.76,2.399,702.796,22339.9,9718.8,9530.93,3930.85,176.807,17.962,351.773,57.65,2281.55,472.198,1407.45,810.734,10071.8,1937.59,6308.46,506.799,96.048,2764.03,64802.2,1176.47,39879.3,3606.66,18382.5,137.253,1024.34,411.626,32188.8,13595.7,545.5
1971,22,74956.3,0.735298,10082.4,0.72169,80861.7,0.2562,0.393256,0.350098,0.378421,0.131709,0.280992,0.26324,0.356196,0.159682,0.415405,0.401853,0.274123,0.314111,0.262955,0.241069,0.239531,0.183434,0.325877,0.262234,0.299448,0.300847,0.310851,0.755335,0.718196,0.302451,0.294679,0.380998,0.282012,0.347245,0.419621,0.219768,0.163026,0.359774,0.282046,0.238133,0.235818,3.31031,0.193638,0.443865,0.287634,0.500473,0.307461,0.386233,0.414452,0.263762,1.54426,0.302704,0.737165,0.353724,16.419,9.594,16.191,0.281,16.968,954.82,11.516,1.503,125.511,10.541,231.82,1.124,643.781,92.206,796.028,447.747,2091.53,2.101,645.191,20988.3,8651.95,8373.69,3567.95,190.758,15.875,299.445,50.913,2251.5,463.914,1408.25,801.96,9884.66,1852.86,5818.41,497.859,92.203,2729.45,59913.6,1123.43,36107.8,3527.54,17770.4,137.35,968.345,399.732,29755.4,12056.2,498.866
